builder_name,config_name,is_config,description_size,download_size(bytes),has_homepage,version,has_license,has_train_split,has_test_split,has_validation_split
amazon_us_reviews,Personal_Care_Appliances_v1_00,1,2303,17634794,1,0.1.0,0,1,0,0
amazon_us_reviews,PC_v1_00,1,2303,1512903923,1,0.1.0,0,1,0,0
amazon_us_reviews,Outdoors_v1_00,1,2303,448963100,1,0.1.0,0,1,0,0
amazon_us_reviews,Office_Products_v1_00,1,2303,512323500,1,0.1.0,0,1,0,0
amazon_us_reviews,Musical_Instruments_v1_00,1,2303,193389086,1,0.1.0,0,1,0,0
amazon_us_reviews,Music_v1_00,1,2303,1521994296,1,0.1.0,0,1,0,0
amazon_us_reviews,Mobile_Electronics_v1_00,1,2303,22870508,1,0.1.0,0,1,0,0
amazon_us_reviews,Mobile_Apps_v1_00,1,2303,557959415,1,0.1.0,0,1,0,0
amazon_us_reviews,Major_Appliances_v1_00,1,2303,24359816,1,0.1.0,0,1,0,0
amazon_us_reviews,Luggage_v1_00,1,2303,60320191,1,0.1.0,0,1,0,0
amazon_us_reviews,Lawn_and_Garden_v1_00,1,2303,486772662,1,0.1.0,0,1,0,0
amazon_us_reviews,Kitchen_v1_00,1,2303,930744854,1,0.1.0,0,1,0,0
amazon_us_reviews,Jewelry_v1_00,1,2303,247022254,1,0.1.0,0,1,0,0
amazon_us_reviews,Home_Improvement_v1_00,1,2303,503339178,1,0.1.0,0,1,0,0
amazon_us_reviews,Home_Entertainment_v1_00,1,2303,193168458,1,0.1.0,0,1,0,0
amazon_us_reviews,Home_v1_00,1,2303,1081002012,1,0.1.0,0,1,0,0
amazon_us_reviews,Health_Personal_Care_v1_00,1,2303,1011180212,1,0.1.0,0,1,0,0
amazon_us_reviews,Grocery_v1_00,1,2303,401337166,1,0.1.0,0,1,0,0
amazon_us_reviews,Gift_Card_v1_00,1,2303,12134676,1,0.1.0,0,1,0,0
amazon_us_reviews,Furniture_v1_00,1,2303,148982796,1,0.1.0,0,1,0,0
amazon_us_reviews,Electronics_v1_00,1,2303,698828243,1,0.1.0,0,1,0,0
amazon_us_reviews,Digital_Video_Games_v1_00,1,2303,27442648,1,0.1.0,0,1,0,0
amazon_us_reviews,Digital_Video_Download_v1_00,1,2303,506979922,1,0.1.0,0,1,0,0
amazon_us_reviews,Digital_Software_v1_00,1,2303,18997559,1,0.1.0,0,1,0,0
amazon_us_reviews,Digital_Music_Purchase_v1_00,1,2303,253570168,1,0.1.0,0,1,0,0
amazon_us_reviews,Digital_Ebook_Purchase_v1_00,1,2303,2689739299,1,0.1.0,0,1,0,0
amazon_us_reviews,Camera_v1_00,1,2303,442653086,1,0.1.0,0,1,0,0
amazon_us_reviews,Books_v1_00,1,2303,2740337188,1,0.1.0,0,1,0,0
amazon_us_reviews,Beauty_v1_00,1,2303,914070021,1,0.1.0,0,1,0,0
amazon_us_reviews,Baby_v1_00,1,2303,357392893,1,0.1.0,0,1,0,0
amazon_us_reviews,Automotive_v1_00,1,2303,582145299,1,0.1.0,0,1,0,0
amazon_us_reviews,Apparel_v1_00,1,2303,648641286,1,0.1.0,0,1,0,0
amazon_us_reviews,Digital_Ebook_Purchase_v1_01,1,2303,1294879074,1,0.1.0,0,1,0,0
amazon_us_reviews,Books_v1_01,1,2303,2692708591,1,0.1.0,0,1,0,0
amazon_us_reviews,Books_v1_02,1,2303,1329539135,1,0.1.0,0,1,0,0
ambig_qa,light,1,570,19700900,1,1.0.0,1,1,0,1
ambig_qa,full,1,570,19700900,1,1.0.0,1,1,0,1
amttl,amttl,1,836,685534,1,1.0.0,0,1,1,1
anli,plain_text,1,327,18621352,1,0.1.0,0,0,0,0
app_reviews,default,0,394,42592679,1,0.0.0,0,1,0,0
aqua_rat,raw,1,313,47833135,1,0.0.0,1,1,1,1
aqua_rat,tokenized,1,313,52003894,1,0.0.0,1,1,1,1
aquamuse,abstractive,1,257,7755161,1,2.3.0,0,1,1,1
aquamuse,extractive,1,257,7755161,1,2.3.0,0,1,1,1
ar_res_reviews,default,0,91,3503230,1,0.0.0,0,1,0,0
ar_sarcasm,default,0,281,750718,1,1.0.0,1,1,1,0
arabic_pos_dialect,egy,1,208,1043655,1,0.0.0,0,1,0,0
arabic_pos_dialect,lev,1,208,1043655,1,0.0.0,0,1,0,0
arabic_pos_dialect,glf,1,208,1043655,1,0.0.0,0,1,0,0
arabic_pos_dialect,mgr,1,208,1043655,1,0.0.0,0,1,0,0
arabic_speech_corpus,clean,1,794,1192302846,1,2.1.0,0,1,1,0
arcd,plain_text,1,123,1942399,1,1.0.0,0,1,0,1
arsentd_lev,default,0,179,392666,1,1.1.0,0,1,0,0
art,anli,1,58,5118294,1,0.1.0,0,1,0,1
amazon_polarity,amazon_polarity,1,223,688340758,1,3.0.0,1,1,1,0
aslgpc12,default,0,118,12773431,1,0.0.1,0,1,0,0
asnq,default,0,580,3563857920,1,1.0.0,0,1,0,1
assin,full,1,2962,749735,1,1.0.0,0,1,1,1
assin,ptpt,1,2962,749735,1,1.0.0,0,1,1,1
assin,ptbr,1,2962,749735,1,1.0.0,0,1,1,1
atomic,atomic,1,667,19083782,1,1.1.0,1,1,1,1
babi_qa,hn-10k-qa1,1,508,15719851,1,1.2.0,1,1,1,0
babi_qa,hn-qa1,1,508,15719851,1,1.2.0,1,1,1,0
babi_qa,en-10k-qa1,1,508,15719851,1,1.2.0,1,1,1,0
babi_qa,en-valid-qa1,1,508,15719851,1,1.2.0,1,1,1,1
babi_qa,en-valid-10k-qa1,1,508,15719851,1,1.2.0,1,1,1,1
babi_qa,shuffled-qa1,1,508,15719851,1,1.2.0,1,1,1,0
babi_qa,shuffled-10k-qa1,1,508,15719851,1,1.2.0,1,1,1,0
babi_qa,en-qa1,1,508,15719851,1,1.2.0,1,1,1,0
autshumato,autshumato-en-tn,1,374,9458762,1,1.0.0,0,1,0,0
autshumato,autshumato-en-zu,1,374,2068891,1,1.0.0,0,1,0,0
autshumato,autshumato-en-ts,1,374,15145915,1,1.0.0,0,1,0,0
autshumato,autshumato-en-ts-manual,1,374,2876924,1,1.0.0,0,1,0,0
autshumato,autshumato-tn,1,374,1599029,1,1.0.0,0,1,0,0
autshumato,autshumato-ts,1,374,974488,1,1.0.0,0,1,0,0
banking77,default,0,212,1079034,1,1.1.0,1,1,1,0
bbaw_egyptian,default,0,380,26937359,1,0.0.0,1,1,0,0
bbc_hindi_nli,bbc hindi nli,1,112,3815652,1,1.1.0,1,1,1,1
bc2gm_corpus,bc2gm_corpus,1,940,4636753,1,1.0.0,0,1,1,1
beans,default,0,358,180024906,1,0.0.0,0,1,1,1
best2009,best2009,1,343,13891260,1,1.0.0,1,1,1,0
bianet,en_to_ku,1,309,622420,1,1.0.0,0,1,0,0
bianet,en_to_tr,1,309,3544116,1,1.0.0,0,1,0,0
bianet,ku_to_tr,1,309,725227,1,1.0.0,0,1,0,0
bible_para,de-en,1,267,5440713,1,1.0.0,0,1,0,0
bible_para,en-fr,1,267,5470044,1,1.0.0,0,1,0,0
bible_para,en-es,1,267,5418998,1,1.0.0,0,1,0,0
bible_para,en-fi,1,267,5506407,1,1.0.0,0,1,0,0
bible_para,en-no,1,267,5293164,1,1.0.0,0,1,0,0
bible_para,en-hi,1,267,6224765,1,1.0.0,0,1,0,0
billsum,default,0,315,67260676,1,3.0.0,0,1,1,0
biosses,default,0,451,36324,1,0.0.0,1,1,0,0
bing_coronavirus_query_set,country_2020-09-01_2020-09-30,1,663,16351450,1,1.0.0,0,1,0,0
blended_skill_talk,default,0,159,38101408,1,1.0.0,0,1,1,1
biomrc,biomrc_large_A,1,884,408080356,1,1.0.0,0,1,1,1
biomrc,biomrc_large_B,1,884,343061539,1,1.0.0,0,1,1,1
biomrc,biomrc_small_A,1,884,68879274,1,1.0.0,0,1,1,1
biomrc,biomrc_small_B,1,884,57706889,1,1.0.0,0,1,1,1
biomrc,biomrc_tiny_A,1,884,22519,1,1.0.0,0,0,1,0
biomrc,biomrc_tiny_B,1,884,19685,1,1.0.0,0,0,1,0
blimp,adjunct_island,1,329,359284,1,0.1.0,0,1,0,0
blimp,anaphor_gender_agreement,1,329,436749,1,0.1.0,0,1,0,0
blimp,anaphor_number_agreement,1,329,450861,1,0.1.0,0,1,0,0
blimp,animate_subject_passive,1,329,462292,1,0.1.0,0,1,0,0
blimp,animate_subject_trans,1,329,433098,1,0.1.0,0,1,0,0
blimp,causative,1,329,317162,1,0.1.0,0,1,0,0
blimp,complex_NP_island,1,329,392362,1,0.1.0,0,1,0,0
blimp,coordinate_structure_constraint_complex_left_branch,1,329,571696,1,0.1.0,0,1,0,0
blimp,coordinate_structure_constraint_object_extraction,1,329,366045,1,0.1.0,0,1,0,0
blimp,determiner_noun_agreement_1,1,329,468642,1,0.1.0,0,1,0,0
blimp,determiner_noun_agreement_2,1,329,488856,1,0.1.0,0,1,0,0
blimp,determiner_noun_agreement_irregular_1,1,329,474932,1,0.1.0,0,1,0,0
blimp,determiner_noun_agreement_irregular_2,1,329,490854,1,0.1.0,0,1,0,0
blimp,determiner_noun_agreement_with_adj_2,1,329,526806,1,0.1.0,0,1,0,0
blimp,determiner_noun_agreement_with_adj_irregular_1,1,329,499664,1,0.1.0,0,1,0,0
blimp,determiner_noun_agreement_with_adj_irregular_2,1,329,528528,1,0.1.0,0,1,0,0
blimp,determiner_noun_agreement_with_adjective_1,1,329,504676,1,0.1.0,0,1,0,0
blimp,distractor_agreement_relational_noun,1,329,525650,1,0.1.0,0,1,0,0
blimp,distractor_agreement_relative_clause,1,329,564770,1,0.1.0,0,1,0,0
blimp,drop_argument,1,329,304196,1,0.1.0,0,1,0,0
blimp,ellipsis_n_bar_1,1,329,411980,1,0.1.0,0,1,0,0
blimp,ellipsis_n_bar_2,1,329,427551,1,0.1.0,0,1,0,0
blimp,existential_there_object_raising,1,329,550672,1,0.1.0,0,1,0,0
blimp,existential_there_quantifiers_1,1,329,357321,1,0.1.0,0,1,0,0
blimp,existential_there_quantifiers_2,1,329,359216,1,0.1.0,0,1,0,0
blimp,existential_there_subject_raising,1,329,394453,1,0.1.0,0,1,0,0
blimp,expletive_it_object_raising,1,329,587648,1,0.1.0,0,1,0,0
blimp,inchoative,1,329,298709,1,0.1.0,0,1,0,0
blimp,intransitive,1,329,305487,1,0.1.0,0,1,0,0
blimp,irregular_past_participle_adjectives,1,329,444520,1,0.1.0,0,1,0,0
blimp,irregular_past_participle_verbs,1,329,420119,1,0.1.0,0,1,0,0
blimp,irregular_plural_subject_verb_agreement_1,1,329,460705,1,0.1.0,0,1,0,0
blimp,irregular_plural_subject_verb_agreement_2,1,329,453376,1,0.1.0,0,1,0,0
blimp,left_branch_island_echo_question,1,329,482617,1,0.1.0,0,1,0,0
blimp,left_branch_island_simple_question,1,329,343450,1,0.1.0,0,1,0,0
blimp,matrix_question_npi_licensor_present,1,329,457806,1,0.1.0,0,1,0,0
blimp,npi_present_1,1,329,438013,1,0.1.0,0,1,0,0
blimp,npi_present_2,1,329,422136,1,0.1.0,0,1,0,0
blimp,only_npi_licensor_present,1,329,459170,1,0.1.0,0,1,0,0
blimp,only_npi_scope,1,329,583720,1,0.1.0,0,1,0,0
blimp,passive_1,1,329,340272,1,0.1.0,0,1,0,0
blimp,passive_2,1,329,308350,1,0.1.0,0,1,0,0
blimp,principle_A_c_command,1,329,527689,1,0.1.0,0,1,0,0
blimp,principle_A_case_1,1,329,477239,1,0.1.0,0,1,0,0
blimp,principle_A_case_2,1,329,492973,1,0.1.0,0,1,0,0
blimp,principle_A_domain_1,1,329,499865,1,0.1.0,0,1,0,0
blimp,principle_A_domain_2,1,329,493189,1,0.1.0,0,1,0,0
blimp,principle_A_domain_3,1,329,513886,1,0.1.0,0,1,0,0
blimp,principle_A_reconstruction,1,329,345494,1,0.1.0,0,1,0,0
blimp,regular_plural_subject_verb_agreement_1,1,329,451850,1,0.1.0,0,1,0,0
blimp,regular_plural_subject_verb_agreement_2,1,329,456477,1,0.1.0,0,1,0,0
blimp,sentential_negation_npi_licensor_present,1,329,490996,1,0.1.0,0,1,0,0
blimp,sentential_negation_npi_scope,1,329,614930,1,0.1.0,0,1,0,0
blimp,sentential_subject_island,1,329,365822,1,0.1.0,0,1,0,0
blimp,superlative_quantifiers_1,1,329,381189,1,0.1.0,0,1,0,0
blimp,superlative_quantifiers_2,1,329,516120,1,0.1.0,0,1,0,0
blimp,tough_vs_raising_1,1,329,343026,1,0.1.0,0,1,0,0
blimp,tough_vs_raising_2,1,329,364074,1,0.1.0,0,1,0,0
blimp,transitive,1,329,460291,1,0.1.0,0,1,0,0
blimp,wh_island,1,329,448630,1,0.1.0,0,1,0,0
blimp,wh_questions_object_gap,1,329,387435,1,0.1.0,0,1,0,0
blimp,wh_questions_subject_gap,1,329,389983,1,0.1.0,0,1,0,0
blimp,wh_questions_subject_gap_long_distance,1,329,462660,1,0.1.0,0,1,0,0
blimp,wh_vs_that_no_gap,1,329,383262,1,0.1.0,0,1,0,0
blimp,wh_vs_that_no_gap_long_distance,1,329,441429,1,0.1.0,0,1,0,0
blimp,wh_vs_that_with_gap,1,329,367776,1,0.1.0,0,1,0,0
blimp,wh_vs_that_with_gap_long_distance,1,329,425985,1,0.1.0,0,1,0,0
blog_authorship_corpus,blog_authorship_corpus,1,1108,632898892,1,1.0.0,0,1,0,1
bn_hate_speech,default,0,589,974312,1,0.0.0,1,1,0,0
bookcorpus,plain_text,1,416,1179510242,1,1.0.0,0,1,0,0
boolq,determiner_noun_agreement_1,1,399,8764539,1,0.1.0,0,1,0,1
bprec,all,1,92,8006167,1,1.1.0,0,1,0,0
break_data,QDMR-high-level-lexicon,1,334,15971078,1,1.0.0,0,1,1,1
break_data,QDMR-high-level,1,334,15971078,1,1.0.0,0,1,1,1
break_data,QDMR,1,334,15971078,1,1.0.0,0,1,1,1
break_data,QDMR-lexicon,1,334,15971078,1,1.0.0,0,1,1,1
bsd_ja_en,default,0,809,8135045,1,1.0.0,1,1,1,1
bswac,bswac,1,524,1988514951,1,1.1.0,1,1,0,0
c3,mixed,1,1305,5481785,1,1.0.0,0,1,1,1
c3,dialog,1,1305,4352392,1,1.0.0,0,1,1,1
cail2018,default,0,890,984551626,1,1.0.0,0,0,0,0
caner,default,0,164,17063406,1,1.1.0,0,1,0,0
casino,default,0,662,4300019,1,1.1.0,1,1,0,0
catalonia_independence,catalan,1,466,995415,1,1.1.0,1,1,1,1
catalonia_independence,spanish,1,466,1070281,1,1.1.0,1,1,1,1
cats_vs_dogs,default,0,89,824894548,1,0.0.0,0,1,0,0
cawac,default,0,102,1102296540,1,0.0.0,1,1,0,0
cbt,raw,1,181,120547669,1,1.1.0,1,1,1,1
cbt,V,1,181,120547669,1,1.1.0,1,1,1,1
cbt,P,1,181,120547669,1,1.1.0,1,1,1,1
cbt,NE,1,181,120547669,1,1.1.0,1,1,1,1
cbt,CN,1,181,120547669,1,1.1.0,1,1,1,1
cc100,am,1,631,138821056,1,1.0.0,0,1,0,0
cc100,sr,1,631,1578989320,1,1.0.0,0,1,0,0
squad_kor_v1,squad_kor_v1,1,515,42408533,1,1.0.0,1,1,0,1
common_gen,default,0,663,1845699,1,2020.5.30,0,1,1,1
lyrics_dataset,default,0,65,96464,1,1.0.0,1,1,0,0
lyrics_dataset,default,0,65,1958530,1,1.0.0,1,1,0,0
lyrics_dataset,default,0,65,536184,1,1.0.0,1,1,0,0
lyrics_dataset,default,0,65,1034947,1,1.0.0,1,1,0,0
lyrics_dataset,default,0,65,411978,1,1.0.0,1,1,0,0
lyrics_dataset,default,0,65,54088,1,1.0.0,1,1,0,0
lyrics_dataset,default,0,65,82395,1,1.0.0,1,1,0,0
lyrics_dataset,default,0,65,124195,1,1.0.0,1,1,0,0
lyrics_dataset,default,0,65,1442345,1,1.0.0,1,1,0,0
germ_eval14,germeval_14,1,543,2406614,1,2.0.0,0,1,1,1
doqa,cooking,1,1086,4197671,1,2.1.0,0,1,1,1
doqa,movies,1,1086,4197671,1,2.1.0,0,0,1,0
doqa,travel,1,1086,4197671,1,2.1.0,0,0,1,0
scan,simple,1,290,18680912,1,1.0.0,0,1,1,0
scan,addprim_jump,1,290,18680912,1,1.0.0,0,1,1,0
scan,addprim_turn_left,1,290,18680912,1,1.0.0,0,1,1,0
scan,filler_num0,1,290,18680912,1,1.0.0,0,1,1,0
scan,filler_num1,1,290,18680912,1,1.0.0,0,1,1,0
scan,filler_num2,1,290,18680912,1,1.0.0,0,1,1,0
scan,filler_num3,1,290,18680912,1,1.0.0,0,1,1,0
scan,length,1,290,18680912,1,1.0.0,0,1,1,0
scan,template_around_right,1,290,18680912,1,1.0.0,0,1,1,0
scan,template_jump_around_right,1,290,18680912,1,1.0.0,0,1,1,0
scan,template_opposite_right,1,290,18680912,1,1.0.0,0,1,1,0
scan,template_right,1,290,18680912,1,1.0.0,0,1,1,0
climate_fever,default,0,515,687133,1,1.0.1,0,0,1,0
conll2003,conll2003,1,1110,4858952,1,1.0.0,0,1,1,1
nkjp_ner,default,0,202,821629,1,1.1.0,1,1,1,1
csv,merve___poetry,1,0,605913,0,0.0.0,0,1,0,0
csv,adamlin___rs,1,0,108147187,0,0.0.0,0,1,0,0
generated_reviews_enth,generated_reviews_enth,1,801,59490601,1,1.0.0,0,1,1,1
menyo20k_mt,menyo20k_mt,1,519,2490852,1,1.0.0,1,1,0,0
weibo_ner_corpus,default,0,213,750687,1,1.0.0,0,1,1,1
tilde_model,bg-el,1,2453,64430,1,2018.0.0,0,1,0,0
google_wellformed_query,default,0,245,1157019,1,0.0.0,0,1,1,1
opus_euconst,cs-da,1,76,466265,1,1.0.0,0,1,0,0
mutual_friends,plain_text,1,403,41274578,1,1.1.0,1,1,1,1
stereoset,intersentence,1,191,12502245,1,1.0.0,1,0,0,1
stereoset,intrasentence,1,191,12502245,1,1.0.0,1,0,0,1
has_part,default,0,631,7437382,1,0.0.0,0,1,0,0
openai_humaneval,openai_humaneval,1,159,44877,1,1.0.0,1,0,1,0
rotten_tomatoes_movie_review,default,0,337,487770,1,1.0.0,0,1,1,1
multi_x_science_sum,default,0,275,61329304,1,1.1.0,0,1,1,1
hans,plain_text,1,135,30947358,1,1.0.0,0,1,0,1
squad_es,v1.1.0,1,89,39291362,1,1.1.0,0,1,0,1
squad_es,v2.0.0,1,89,51561402,1,2.0.0,0,1,0,1
taskmaster1,one_person_dialogs,1,449,103276427,1,1.0.0,0,1,1,1
crd3,default,0,715,294222220,1,0.0.0,0,1,1,1
urban100,bicubic_x2,1,147,170878010,1,1.0.0,1,0,0,1
urban100,bicubic_x3,1,147,151733570,1,1.0.0,1,0,0,1
urban100,bicubic_x4,1,147,144868257,1,1.0.0,1,0,0,1
cnn_dailymail_nl,default,0,373,549480358,1,0.0.0,0,1,1,1
opus_xhosanavy,en-xh,1,71,3263865,1,1.0.0,0,1,0,0
pirm,bicubic_x2,1,473,132773387,1,1.0.0,1,0,1,1
pirm,bicubic_x3,1,473,117781883,1,1.0.0,1,0,1,1
pirm,bicubic_x4,1,473,112391766,1,1.0.0,1,0,1,1
pirm,unknown_x4,1,473,112335373,1,1.0.0,1,0,1,1
russian_super_glue,lidirus,1,927,47118,1,0.0.1,0,0,1,0
russian_super_glue,rcb,1,901,136700,1,0.0.1,0,1,1,1
russian_super_glue,parus,1,1175,57585,1,0.0.1,0,1,1,1
russian_super_glue,muserc,1,960,1196720,1,0.0.1,0,1,1,1
russian_super_glue,terra,1,1065,907346,1,0.0.1,0,1,1,1
russian_super_glue,russe,1,1284,3806009,1,0.0.1,0,1,1,1
russian_super_glue,rwsd,1,1404,40508,1,0.0.1,0,1,1,1
russian_super_glue,danetqa,1,1260,1293761,1,0.0.1,0,1,1,1
russian_super_glue,rucos,1,1106,56208297,1,0.0.1,0,1,1,1
few_nerd,supervised,1,355,38552070,1,0.0.0,0,1,1,1
few_nerd,inter,1,355,38552070,1,0.0.0,0,1,1,1
few_nerd,intra,1,355,38552070,1,0.0.0,0,1,1,1
superb,asr,1,1735,7071899769,1,1.9.0,0,1,1,1
superb,ks,1,1735,1560367713,1,1.9.0,0,1,1,1
sem_eval2018_task1,subtask5.english,1,405,582682,1,1.1.0,0,1,1,1
sem_eval2018_task1,subtask5.spanish,1,405,314051,1,1.1.0,0,1,1,1
sem_eval2018_task1,subtask5.arabic,1,405,277826,1,1.1.0,0,1,1,1
sick,default,0,1075,217584,1,0.0.0,0,1,1,1
un_ga,ar_to_en,1,380,10584906,1,2.0.0,0,1,0,0
un_ga,ar_to_es,1,380,11084275,1,2.0.0,0,1,0,0
un_ga,ar_to_fr,1,380,11248563,1,2.0.0,0,1,0,0
un_ga,ar_to_ru,1,380,12852834,1,2.0.0,0,1,0,0
un_ga,ar_to_zh,1,380,10254078,1,2.0.0,0,1,0,0
un_ga,en_to_es,1,380,9850684,1,2.0.0,0,1,0,0
un_ga,en_to_fr,1,380,10014972,1,2.0.0,0,1,0,0
un_ga,en_to_ru,1,380,11619243,1,2.0.0,0,1,0,0
un_ga,en_to_zh,1,380,9020487,1,2.0.0,0,1,0,0
un_ga,es_to_fr,1,380,10514341,1,2.0.0,0,1,0,0
un_ga,es_to_ru,1,380,12118612,1,2.0.0,0,1,0,0
un_ga,es_to_zh,1,380,9519856,1,2.0.0,0,1,0,0
un_ga,fr_to_ru,1,380,12282900,1,2.0.0,0,1,0,0
un_ga,fr_to_zh,1,380,9684144,1,2.0.0,0,1,0,0
un_ga,ru_to_zh,1,380,11288415,1,2.0.0,0,1,0,0
labr,plain_text,1,338,39953712,1,1.0.0,0,1,1,0
indic_glue,wnli.en,1,1694,591249,1,1.0.0,0,1,1,1
indic_glue,wnli.hi,1,1694,591249,1,1.0.0,0,1,1,1
indic_glue,wnli.gu,1,1694,591249,1,1.0.0,0,1,1,1
indic_glue,wnli.mr,1,1694,591249,1,1.0.0,0,1,1,1
indic_glue,copa.en,1,808,757679,1,1.0.0,0,1,1,1
indic_glue,copa.hi,1,808,757679,1,1.0.0,0,1,1,1
indic_glue,copa.gu,1,808,757679,1,1.0.0,0,1,1,1
indic_glue,copa.mr,1,808,757679,1,1.0.0,0,1,1,1
indic_glue,sna.bn,1,406,11803096,1,1.0.0,0,1,1,1
indic_glue,csqa.as,1,394,65099316,1,1.0.0,0,0,1,0
indic_glue,csqa.bn,1,394,65099316,1,1.0.0,0,0,1,0
indic_glue,csqa.gu,1,394,65099316,1,1.0.0,0,0,1,0
indic_glue,csqa.hi,1,394,65099316,1,1.0.0,0,0,1,0
indic_glue,csqa.kn,1,394,65099316,1,1.0.0,0,0,1,0
indic_glue,csqa.ml,1,394,65099316,1,1.0.0,0,0,1,0
indic_glue,csqa.mr,1,394,65099316,1,1.0.0,0,0,1,0
indic_glue,csqa.or,1,394,65099316,1,1.0.0,0,0,1,0
indic_glue,csqa.pa,1,394,65099316,1,1.0.0,0,0,1,0
indic_glue,csqa.ta,1,394,65099316,1,1.0.0,0,0,1,0
indic_glue,csqa.te,1,394,65099316,1,1.0.0,0,0,1,0
indic_glue,wstp.as,1,359,242008091,1,1.0.0,0,1,1,1
indic_glue,wstp.bn,1,359,242008091,1,1.0.0,0,1,1,1
indic_glue,wstp.gu,1,359,242008091,1,1.0.0,0,1,1,1
indic_glue,wstp.hi,1,359,242008091,1,1.0.0,0,1,1,1
indic_glue,wstp.kn,1,359,242008091,1,1.0.0,0,1,1,1
indic_glue,wstp.ml,1,359,242008091,1,1.0.0,0,1,1,1
indic_glue,wstp.mr,1,359,242008091,1,1.0.0,0,1,1,1
indic_glue,wstp.or,1,359,242008091,1,1.0.0,0,1,1,1
indic_glue,wstp.pa,1,359,242008091,1,1.0.0,0,1,1,1
indic_glue,wstp.ta,1,359,242008091,1,1.0.0,0,1,1,1
indic_glue,wstp.te,1,359,242008091,1,1.0.0,0,1,1,1
indic_glue,inltkh.gu,1,353,2054771,1,1.0.0,0,1,1,1
indic_glue,inltkh.ml,1,353,2054771,1,1.0.0,0,1,1,1
indic_glue,inltkh.mr,1,353,2054771,1,1.0.0,0,1,1,1
indic_glue,inltkh.ta,1,353,2054771,1,1.0.0,0,1,1,1
indic_glue,inltkh.te,1,353,2054771,1,1.0.0,0,1,1,1
indic_glue,bbca.hi,1,296,5770136,1,1.0.0,0,1,1,0
indic_glue,cvit-mkb-clsr.en-bn,1,446,3702442,1,1.0.0,0,0,1,0
indic_glue,cvit-mkb-clsr.en-gu,1,446,3702442,1,1.0.0,0,0,1,0
indic_glue,cvit-mkb-clsr.en-hi,1,446,3702442,1,1.0.0,0,0,1,0
indic_glue,cvit-mkb-clsr.en-ml,1,446,3702442,1,1.0.0,0,0,1,0
indic_glue,cvit-mkb-clsr.en-mr,1,446,3702442,1,1.0.0,0,0,1,0
